id,username,acct,bot,followers_count,following_count,statuses_count,last_status_at
108200234734485815,pgcd,pgcd@mastodon.online,False,431,659,13607,2024-05-30
109635473099323699,iMagazinePL,iMagazinePL@mastodon.online,False,431,4,3131,2024-05-30
108198295148201643,ford____prefect,ford____prefect,False,431,481,10685,2024-05-30
109290947716262032,Smootasaurus,Smootasaurus@mstdn.social,False,431,531,773,2024-05-30
110452380173292786,fandompost,fandompost,False,431,147,16308,2024-05-30
109278710825738412,ffigon,ffigon@sciences.re,False,430,177,435,2024-05-30
107575857407277042,xiupos,xiupos@mk.xiupos.net,False,430,466,52369,2024-05-30
111408313560111115,grischa,grischa@feuerfis.ch,False,430,382,5340,2024-05-30
109304444090145996,openreflections,openreflections@hcommons.social,False,430,255,252,2024-05-30
109536462362136128,grynspan,grynspan@hachyderm.io,False,430,95,506,2024-05-30
109319460292648874,jjannie,jjannie@mas.to,False,430,247,238,2024-05-30
111223435682834187,MarvinTheMartian,MarvinTheMartian@mstdn.social,False,430,832,1133,2024-05-30
110659474149072562,plentyofquality,plentyofquality@mstdn.jp,False,430,4014,1643,2024-05-30
1377163,Andiana,Andiana@norden.social,False,429,346,4581,2024-05-30
590135,plaetzchen,plaetzchen,False,429,387,991,2024-05-30
509647,colinpeters,colinpeters,False,429,149,5379,2024-05-30
109380379975471166,asya,asya@federatedfandom.net,False,429,322,203,2024-05-30
109330376159776877,martha,martha@towns.gay,False,429,114,21,2024-05-30
109666865831537925,ShireEsq,ShireEsq@poweredbygay.social,False,428,300,48,2024-05-30
109365544533032984,hope_n_beauty,hope_n_beauty@mastodon.world,False,428,625,18916,2024-05-30
108232840607533861,girl_friday,girl_friday@openbiblio.social,False,428,661,1412,2024-05-30
109259384550569575,katrinbretscher,katrinbretscher,False,428,77,1011,2024-05-30
109325524964163849,kzoneind,kzoneind@mstdn.social,False,428,15,3851,2024-05-30
531790,jasper,jasper@mastodon.nl,False,427,454,32971,2024-05-30
1300884,natsunohomura,natsunohomura@m.cmx.im,False,427,321,1410,2024-05-30
274884,satanskrapfen,satanskrapfen@chaos.social,False,427,557,12912,2024-05-30
109837155857603034,COMPU73E,COMPU73E@mstdn.games,False,427,210,5142,2024-05-30
109993893639906600,hireillo,hireillo@illo.social,False,427,259,620,2024-05-30
109290694857962752,Evo2Me,Evo2Me@toot.community,False,427,246,9926,2024-05-30
109542079229812803,AasaMariaHedberg,AasaMariaHedberg@mastodon.art,False,426,560,8268,2024-05-30
109270587661685304,ttuegel,ttuegel@functional.cafe,False,426,120,1189,2024-05-30
110793392333357969,ramirenko,ramirenko@masto.es,False,426,353,3402,2024-05-30
109554052156471334,botvolution,botvolution@mastodon.sdf.org,False,426,369,3824,2024-05-30
461356,matt,matt@chinwag.org,False,426,558,8206,2024-05-30
109246502762747665,fuersti77,fuersti77@bildung.social,False,426,702,2335,2024-05-30
110622555477878438,gruener_skatbruder,gruener_skatbruder@hessen.social,False,426,435,4247,2024-05-30
108197394252333504,Dfrancophones,Dfrancophones,False,426,136,486,2024-05-30
110336089380640833,skyizwhite,skyizwhite@himagine.club,False,426,373,5375,2024-05-30
1249317,LasseGismo,LasseGismo@climatejustice.social,False,425,772,6780,2024-05-30
1114974,whtapple,whtapple@ippandon.hopto.org,False,425,412,60421,2024-05-30
110630328743038605,GatOscuro,GatOscuro@ieji.de,False,424,261,107,2024-05-30
109669748171758614,indietsushin,indietsushin@mastodon.gamedev.place,False,424,3,175,2024-05-30
109251297276340984,tomchadwin,tomchadwin@en.osm.town,False,424,194,988,2024-05-30
112128686628470094,ZEITONLINE,ZEITONLINE@flipboard.com,False,424,2,1059409,2024-05-30
109246647642786260,welfenelfe,welfenelfe@troet.cafe,False,424,336,1629,2024-05-30
109394307245327998,BenGleason,BenGleason@zirk.us,False,424,758,3796,2024-05-30
109387824031308583,toriyamashu,toriyamashu@fedibird.com,False,423,77,8009,2024-05-30
109411132922909865,caragraph,caragraph@lor.sh,False,423,637,9118,2024-05-30
109118341933329352,jorgecandeias,jorgecandeias,False,423,260,5408,2024-05-30
770425,hrw,hrw@society.oftrolls.com,False,423,103,2767,2024-05-30
111948264113420215,moonrabbit,moonrabbit@strangeobject.space,False,423,260,5878,2024-05-30
109293798848846411,tekphloyd,tekphloyd@social.lol,False,423,211,7124,2024-05-30
109341088182197749,thleemhuis,thleemhuis@norden.social,False,423,92,2090,2024-05-30
112137,GPure,GPure@mstdn.jp,False,423,237,104617,2024-05-30
108311416883602755,atis,atis@toot.lv,False,422,129,1802,2024-05-30
109293616200699773,mojala,mojala@mastodon.online,False,422,1131,96,2024-05-30
109540517708143414,74,74@101010.pl,False,422,367,50577,2024-05-30
111450814002801972,racchio,racchio@mastodon.online,False,422,1122,387,2024-05-30
109317665840191306,mativity,mativity@aus.social,False,421,327,6344,2024-05-30
109339105242707715,OchMensch,OchMensch@norden.social,False,421,348,3297,2024-05-30
109279229217937574,joshbal4,joshbal4@m.fa.gl,False,421,756,3314,2024-05-30
27805,andrewnez,andrewnez,False,421,409,319,2024-05-30
109404598541823128,Ibnussabel,Ibnussabel@frikiverse.zone,False,421,325,1219,2024-05-30
109253076559557048,ju_les,ju_les,False,420,341,3230,2024-05-30
108058047352391848,Zambunny,Zambunny@livellosegreto.it,False,420,346,4694,2024-05-30
109366859415185879,eriko_hana,eriko_hana@shelter.moe,False,420,12,1380,2024-05-30
109366859415185879,eriko_hana,eriko_hana@shelter.moe,False,420,12,1380,2024-05-30
106071,otsuotsu,otsuotsu@mstdn.jp,False,420,230,88361,2024-05-30
108271754435647414,multiburst,multiburst@mstdn.social,False,419,728,4612,2024-05-30
109300648335407926,adirtyhippie,adirtyhippie@mastodon.online,False,419,878,6217,2024-05-30
110799576650450940,aa,aa@shrimple.aagaming.me,False,419,540,8563,2024-05-30
109211907028731212,vieveca,vieveca@toot.aquilenet.fr,False,419,282,7376,2024-05-30
109654789137113319,Secretspace,Secretspace@kinky.business,False,419,258,4065,2024-05-30
109472547514713583,Ahlberg,Ahlberg@eliitin-some.fi,False,419,500,5951,2024-05-30
109304919199829383,jbhall56,jbhall56@infosec.exchange,False,419,85,11900,2024-05-30
994105,HrAhlers,HrAhlers,False,418,924,14329,2024-05-30
112220062709483213,rightardia,rightardia,False,418,1635,3847,2024-05-30
106523784907537063,clovis,clovis@bdx.town,False,418,827,11846,2024-05-30
109338795149885498,MattEclipsed,MattEclipsed@vivaldi.net,False,418,107,331,2024-05-30
109245306418695254,CyclePeda,CyclePeda@norden.social,False,418,513,3665,2024-05-30
109403890053057371,gocu54,gocu54@tweesecake.social,False,418,908,20620,2024-05-30
109557974489316853,witewulf,witewulf@mastodonapp.uk,False,417,408,13204,2024-05-30
110307152015776368,ricardo,ricardo@nuvem.lgbt,False,417,217,3965,2024-05-30
108213096046189314,liliyuanshangcao,liliyuanshangcao@m.cmx.im,False,417,220,4083,2024-05-30
109468935656947526,dolari,dolari@driveinsaturday.org,False,417,136,8496,2024-05-30
109962353955852806,linuxaustralia,linuxaustralia@fosstodon.org,False,417,1367,130,2024-05-30
185744,shiro,shiro@social.mochi.academy,False,417,599,78712,2024-05-30
109344603337412650,linuxfiend,linuxfiend@vmst.io,False,416,1162,12735,2024-05-30
118053,phjl,phjl@chaos.social,False,416,281,1488,2024-05-30
109365580848068805,LivingTheDream,LivingTheDream@mastodon.scot,False,416,510,4323,2024-05-30
1351149,jornfranke,jornfranke@mastodon.online,False,416,3586,1763,2024-05-30
110624862047156427,mydadisdracula,mydadisdracula,False,416,68,1009,2024-05-30
214010,cormojs,cormojs@nayukana.info,False,416,563,32514,2024-05-30
109303565902862855,Ryan,Ryan@mstdn.ca,False,416,758,1018,2024-05-30
36025,LaurentLC,LaurentLC,False,416,351,1306,2024-05-30
109342478955520815,HansLWernitz,HansLWernitz@troet.cafe,False,415,556,22152,2024-05-30
109376425509342542,Dalipas,Dalipas@piaille.fr,False,415,175,1676,2024-05-30
109620785786254977,MaksiSanctum,MaksiSanctum@med-mastodon.com,False,415,272,6062,2024-05-30
111791328467637960,PurpleStephyr,PurpleStephyr@transfem.social,False,415,538,1090,2024-05-30
109245382242634213,katzentratschen,katzentratschen,False,415,390,7995,2024-05-30
466474,Lesault,Lesault@infosec.exchange,False,415,460,1312,2024-05-30
110819875226819696,louisepryor,louisepryor@mastodon.green,False,415,872,1499,2024-05-30
109337465294454014,bmoviesdcups,bmoviesdcups@mstdn.social,False,414,15,12520,2024-05-30
108194296414578173,neilnjae,neilnjae@dice.camp,False,414,674,213,2024-05-30
242562,snap2grid,snap2grid,False,414,201,1779,2024-05-30
110429178550690778,jciv,jciv,False,414,136,893,2024-05-30
109669504927311608,formula1it,formula1it@mastodon.uno,False,414,1,7321,2024-05-30
109311044602542226,sand,sand@mindly.social,False,414,119,3501,2024-05-30
109237462758978702,fl0_id,fl0_id,False,414,1408,4212,2024-05-30
110468400979067010,quadrivial,quadrivial@beige.party,False,414,495,2932,2024-05-30
880328,pylapp,pylapp@framapiaf.org,False,414,425,1244,2024-05-30
109586552295612575,adrian,adrian@mastodon.peaceful.social,False,413,359,1439,2024-05-30
109364782630096761,Marsmaedchen,Marsmaedchen@troet.cafe,False,413,297,7908,2024-05-30
109306659967742490,akamran,akamran@indieweb.social,False,413,630,3071,2024-05-30
109536518883087480,luigirenna,luigirenna@infosec.exchange,False,413,1446,4519,2024-05-30
109281412464994326,estela,estela@frikiverse.zone,False,413,369,1162,2024-05-30
108220244552868172,TheDailyBurble,TheDailyBurble,False,413,1347,20216,2024-05-30
109355150931988053,MattMastodon,MattMastodon@mastodonapp.uk,False,413,416,578,2024-05-30
204256,glorfindel,glorfindel@pokemon.mastportal.info,False,413,505,100639,2024-05-30
111992628444744701,astra_underscore,astra_underscore@lethallava.land,False,413,395,1063,2024-05-30
109314612580359337,sandymcclearn,sandymcclearn@canada.masto.host,False,413,624,1259,2024-05-30
109348742360361194,hs0ucy,hs0ucy@jasette.facil.services,False,412,578,4625,2024-05-30
109525122332089187,fitzbew248,fitzbew248@mastodon.sdf.org,False,412,698,10596,2024-05-30
109287412473698234,slott56,slott56@fosstodon.org,False,412,603,3778,2024-05-30
109357922639115081,ImGemuesegarten,ImGemuesegarten@troet.cafe,False,412,144,113,2024-05-30
109336843656953992,Pjotrovics,Pjotrovics@mastodon.nl,False,412,396,1848,2024-05-30
110800349257302772,AltTextHealthCheck,AltTextHealthCheck,False,411,4,1004,2024-05-30
109443791324241660,VPSuuronen,VPSuuronen@eliitin-some.fi,False,409,453,2595,2024-05-30
108194544796493513,dasUnicorn,dasUnicorn@chaos.social,False,409,383,2810,2024-05-30
107263147806509141,Takiro,Takiro@meow.social,False,409,360,10249,2024-05-30
111898499070312286,raganwald,raganwald@social.bau-ha.us,False,409,285,1365,2024-05-30
110678956635661525,RosaCtrl,RosaCtrl,False,408,201,1137,2024-05-30
110067124451121092,neurothing,neurothing@metalhead.club,False,408,361,5739,2024-05-30
109602673555810485,af,af@dataare.cool,False,408,174,1063,2024-05-30
110773591884803148,leanprover,leanprover@functional.cafe,False,408,3,47,2024-05-30
317968,zeh,zeh@mastodon.gamedev.place,False,408,414,1298,2024-05-30
109365060474857806,NoAn,NoAn@troet.cafe,False,408,157,4617,2024-05-30
111652134918900140,dissidentinnen,dissidentinnen@dresden.network,False,408,17,495,2024-05-30
109281789713942343,sirber,sirber@fosstodon.org,False,408,323,3408,2024-05-30
672017,robert,robert@flownative.social,False,407,311,1155,2024-05-30
109278518848212041,Kidz_pod,Kidz_pod@podcasts.social,False,407,427,1789,2024-05-30
110652266100374735,mako,mako@sanjuans.life,False,407,590,1998,2024-05-30
109293194957970227,derpoltergeist,derpoltergeist@col.social,False,407,591,506,2024-05-30
109315151391743680,mreliptik,mreliptik@mastodon.gamedev.place,False,407,74,612,2024-05-30
109258223488078504,BlueVirginia,BlueVirginia,False,407,110,2143,2024-05-30
428636,204504bySE,204504bySE@homoo.social,False,407,268,213608,2024-05-30
109709148936402568,Dunpiteog,Dunpiteog@devianze.city,False,407,237,1893,2024-05-30
109529325284652601,tchaten,tchaten@mastodon.world,False,407,260,3197,2024-05-30
108267222773113106,joacim,joacim@mastodon.melin.org,False,407,212,16405,2024-05-30
111422509259223369,keenan,keenan@social.lol,False,406,98,2364,2024-05-30
109654223467288899,kechpaja,kechpaja@social.kechpaja.com,False,406,500,2160,2024-05-30
362908,MaZderMind,MaZderMind@chaos.social,False,406,640,2496,2024-05-30
112106173308854374,Kay,Kay@snowfan.masto.host,False,406,128,1457,2024-05-30
1275535,hackbyte,hackbyte@friendica.utzer.de,False,405,1040,11361,2024-05-30
109293941088668936,Anarchy_How,Anarchy_How@mastodon.green,False,405,1333,1673,2024-05-30
109273067941847976,frauxirah,frauxirah@chaos.social,False,405,1016,2534,2024-05-30
101021,kagerw,kagerw@mstdn.jp,False,404,352,19902,2024-05-30
110777300996144536,Ritzueli,Ritzueli@sakurajima.social,False,404,127,940,2024-05-30
106613166609542583,oleg_ru,oleg_ru@dindon.one,False,404,96,4866,2024-05-30
109438639168889532,heyfluxay,heyfluxay@retro.pizza,False,404,359,9579,2024-05-30
110995587759784575,unamourdebeton,unamourdebeton@hostux.social,False,404,192,3756,2024-05-30
365087,meldrian,meldrian@social.tchncs.de,False,403,190,1023,2024-05-30
109321657785162618,Queenero89,Queenero89@tkz.one,False,403,408,11486,2024-05-30
109962653381806799,jan,jan@mastodon.dgtl-service.com,False,403,646,1056,2024-05-30
109314917313778768,minnanen,minnanen@mastodontti.fi,False,403,310,995,2024-05-30
109267919057417910,uehmche,uehmche@social.cologne,False,403,566,7282,2024-05-30
109508767343391767,DocAtCDI,DocAtCDI,False,403,650,8229,2024-05-30
109316219188283358,clemens,clemens@social.multiverset.net,False,402,463,521,2024-05-30
109552861716002621,gregorni,gregorni@fosstodon.org,False,402,80,2367,2024-05-30
109865380777513074,leetxdd,leetxdd@lgbtqia.space,False,402,330,1044,2024-05-30
109241680298527021,franckraisch,franckraisch@ruhr.social,False,402,371,8091,2024-05-30
109342401406264066,june_thalia_michael,june_thalia_michael@literatur.social,False,401,396,7906,2024-05-30
109273418053113580,NiemPseu,NiemPseu@mastodon.nl,False,401,285,8508,2024-05-30
109413246987785233,famousblueben,famousblueben@mas.to,False,401,592,6093,2024-05-30
109354940712795417,mattmaison,mattmaison@mastodon.world,False,401,686,7786,2024-05-30
109365168020984842,Sun_Ultra10,Sun_Ultra10@mastodon.sdf.org,False,401,652,401,2024-05-30
108214839755657958,Blogfeedser,Blogfeedser@mastodon.nl,False,401,348,14718,2024-05-30
109403120860957745,nicorikken,nicorikken@mastodon.nl,False,401,1703,1133,2024-05-30
109222996069073157,MetGitarenEnZo,MetGitarenEnZo,False,401,449,5581,2024-05-30
109384203544512731,mr_whateley,mr_whateley@dice.camp,False,400,741,182,2024-05-30
109299729449042789,greub,greub@masto.ai,False,400,107,4539,2024-05-30
111121729108993628,wenslauw,wenslauw@beautifullosers.org,False,400,461,3780,2024-05-30
109348159364305026,LunarLioness814,LunarLioness814,False,400,518,8371,2024-05-30
109325185849714587,T3Z,T3Z@rollenspiel.social,False,399,266,8774,2024-05-30
109444801449194957,tww,tww@social.parentheticalrecluse.com,False,399,353,146,2024-05-30
109292704584993649,TomSwirly,TomSwirly@toot.community,False,399,549,14686,2024-05-30
109299115860932838,dyfrig,dyfrig@toot.wales,False,399,544,1508,2024-05-30
1003174,NAES,NAES@madost.one,False,399,473,282506,2024-05-30
109292230333635821,ASegar,ASegar,False,398,83,8222,2024-05-30
271203,fink,fink@chaos.social,False,398,743,37945,2024-05-30
109594414848764028,jan,jan@dembowski.social,False,398,810,4201,2024-05-30
109382054842747488,Ex_spurt,Ex_spurt@aus.social,False,398,655,3534,2024-05-30
109244316121455010,corq,corq@infosec.exchange,False,398,252,3002,2024-05-30
109309106231956496,keir,keir@mastodon.design,False,397,348,1932,2024-05-30
109326524881984039,K1ngdaKa88,K1ngdaKa88@zug.network,False,397,86,6198,2024-05-30
277087,gomama,gomama@handon.club,False,397,298,65255,2024-05-30
109246411862197824,_elena,_elena,False,397,99,431,2024-05-30
109314778578988118,Flamman,Flamman@mastodon.nu,False,397,18,541,2024-05-30
1040082,derbruesseler,derbruesseler@chaos.social,False,397,342,4283,2024-05-30
111656180515615174,SynthSteph,SynthSteph,False,397,274,206,2024-05-30
109307096519716536,simoncozens,simoncozens@typo.social,False,397,97,724,2024-05-30
110560028848966700,scattershot,scattershot@merveilles.town,False,396,273,1226,2024-05-30
111250968447614384,oto,oto@misskey-square.net,False,396,51,16937,2024-05-30
108131305272015681,ixsi,ixsi,False,395,296,262,2024-05-30
108285085588209995,truls46,truls46,False,395,232,17940,2024-05-30
109511390493995396,Thuenen_aktuell,Thuenen_aktuell@wisskomm.social,False,395,75,335,2024-05-30
110185179591975286,ymd,ymd@misskey.design,False,395,130,12672,2024-05-30
62348,lascapi,lascapi@mastodon.zaclys.com,False,395,880,10469,2024-05-30
107582756224048134,gorobar,gorobar@rollenspiel.social,False,395,230,9294,2024-05-30
108097381383930580,MarthaCrimson,MarthaCrimson@mastodon.art,False,394,379,14647,2024-05-30
1405531,fulkrum,fulkrum@qoto.org,False,394,787,7415,2024-05-30
109263304153820368,tylerayoung,tylerayoung@fosstodon.org,False,394,371,459,2024-05-30
109539658621326930,Sabi,Sabi@mas.to,False,394,207,11019,2024-05-30
109258717548066387,VoordeMus,VoordeMus@mastodon.nl,False,394,546,1008,2024-05-30
108194422991935789,Jwmuk,Jwmuk@dice.camp,False,393,494,1013,2024-05-30
109246879309504090,papperlapapp,papperlapapp@bonn.social,False,393,329,6036,2024-05-30
313444,datenwolf,datenwolf@chaos.social,False,393,445,3599,2024-05-30
108566392521870411,brianb,brianb@fosstodon.org,False,393,158,3519,2024-05-30
109459578115001547,carmenluna,carmenluna@loforo.com,False,393,215,77863,2024-05-30
109289374946323981,chessert,chessert@mastodon.online,False,393,263,2466,2024-05-30
110656282874256409,dddn,dddn@submarin.online,False,392,390,42127,2024-05-30
110676595459740772,Frosted_Dice,Frosted_Dice@stella.place,False,392,397,4122,2024-05-30
112371765825602411,info,info@emfcamp.org,False,392,11,109,2024-05-30
227191,paw,paw@mstdn.io,False,391,487,6505,2024-05-30
109285485084839831,CCochard,CCochard,False,390,373,4267,2024-05-30
108220033153591549,mojo,mojo@aus.social,False,390,340,2823,2024-05-30
109500873613832025,JamesWNeal,JamesWNeal@mstdn.social,False,390,581,7147,2024-05-30
109268357443387783,soliman,soliman@pouet.chapril.org,False,389,563,12424,2024-05-30
109299614820633552,timstrutzi,timstrutzi@zug.network,False,389,150,5779,2024-05-30
109458524971088305,killick,killick@dmv.community,False,389,558,7164,2024-05-30
1289377,ingo_wichmann,ingo_wichmann@digitalcourage.social,False,389,408,926,2024-05-30
109364118455861879,osma,osma@sigmoid.social,False,389,309,1858,2024-05-30
109307403446534647,jenskutilek,jenskutilek@typo.social,False,389,334,1285,2024-05-30
769031,wonkestehle,wonkestehle@openbiblio.social,False,388,612,1614,2024-05-30
110180410279147788,Breznsoiza,Breznsoiza@sueden.social,False,388,239,5288,2024-05-30
110660604410859211,marcel,marcel@social.aufentha.lt,False,388,378,274,2024-05-30
111277264578017466,1111,1111@misskey-square.net,False,388,491,11565,2024-05-30
109537246431677909,paulbusch,paulbusch@mstdn.ca,False,388,644,3690,2024-05-30
107552927601252041,riserise,riserise@shrine.moe,False,387,568,5421,2024-05-30
110659983349031579,Igor_Minherz,Igor_Minherz,False,387,233,24150,2024-05-30
109622460850454437,doctroid,doctroid@vmst.io,False,387,296,360,2024-05-30
1209374,PetraOleum,PetraOleum@cloudisland.nz,False,387,276,12600,2024-05-30
110125857255588924,GetMusic,GetMusic,False,387,348,3956,2024-05-30
109338990641317547,marwi,marwi@mastodon.gamedev.place,False,387,85,375,2024-05-30
109319397723174880,oneiros,oneiros@ruhr.social,False,387,1040,17510,2024-05-30
110841673456808813,egonw,egonw@social.edu.nl,False,386,290,2318,2024-05-30
52263,deafferret,deafferret@octodon.social,False,386,336,8115,2024-05-30
109340738442561232,auroreturbiau,auroreturbiau@sciences.re,False,386,267,359,2024-05-30
109483999456300874,BioSchweiz,BioSchweiz@troet.cafe,False,386,582,1197,2024-05-30
111885781691995317,wojciech_space,wojciech_space@pol.social,False,386,173,359,2024-05-30
1274537,loicgervais,loicgervais@mamot.fr,False,386,594,1953,2024-05-30
107118150719825761,MikeHuckebein,MikeHuckebein@troet.cafe,False,386,166,25237,2024-05-30
109545478875250532,LyleDAL,LyleDAL@universeodon.com,False,385,1425,506,2024-05-30
109362934175185823,mpirnat,mpirnat@mas.to,False,385,209,4834,2024-05-30
109358216429420470,homer77,homer77@chaos.social,False,385,367,2981,2024-05-30
109326536794863228,WhyNotZoidberg,WhyNotZoidberg@topspicy.social,False,385,87,13396,2024-05-30
109315813679758979,EarthOrgUK,EarthOrgUK@mastodon.energy,False,385,256,11382,2024-05-30
106153003477507285,Chris,Chris@mastodon.green,False,385,327,2428,2024-05-30
108673621078013101,YAG_L09,YAG_L09@submarin.online,False,385,225,60965,2024-05-30
110373005273831558,wsslmn,wsslmn@mastodon.nl,False,385,613,759,2024-05-30
1075392,XR_Nuernberg_sunny2,XR_Nuernberg_sunny2@mstdn.social,False,384,423,8897,2024-05-30
502479,gunkslinger,gunkslinger@liberdon.com,False,384,33,6892,2024-05-30
109286501257619534,Colman,Colman@mastodon.ie,False,383,1033,1145,2024-05-30
109505517276996117,bmk,bmk@mastodon.online,False,383,392,2270,2024-05-30
109298981806778134,RedstoneLP2,RedstoneLP2@redstonelp2.com,False,383,1392,15932,2024-05-30
109298900929459426,stefano_zan,stefano_zan@mastodon.uno,False,383,330,758,2024-05-30
109288347437725570,romeorucha,romeorucha@mastodon.online,False,383,515,604,2024-05-30
108221075972674054,klimabonus,klimabonus@mastodon.green,False,382,451,503,2024-05-30
1014373,mfioretti_en,mfioretti_en,False,382,68,2107,2024-05-30
109326660278709312,Alerta_gr,Alerta_gr@electricrequiem.com,False,382,106,728,2024-05-30
108195239170095802,LianaBrooks,LianaBrooks@mastodon.online,False,382,228,11242,2024-05-30
677971,ysabeau,ysabeau@mastodon.zaclys.com,False,382,123,1691,2024-05-30
110532630075079725,hertog,hertog@tech.lgbt,False,381,348,19720,2024-05-30
109862611568349238,muycomputer,muycomputer,False,381,1,5236,2024-05-30
109324912445053538,GeorgeCzernuszka,GeorgeCzernuszka@mastodon.green,False,381,550,693,2024-05-30
1414599,charlyalexvdp,charlyalexvdp@mamot.fr,False,381,578,10114,2024-05-30
1414309,Blumi147,Blumi147@social.tchncs.de,False,381,189,19319,2024-05-30
210443,Wifi_cable,Wifi_cable@chaos.social,False,380,211,3888,2024-05-30
109308827179344584,asbestos,asbestos@toot.community,False,380,363,6001,2024-05-30
108205766471844897,defaultmediatransmitter,defaultmediatransmitter@social.bitwig.community,False,380,380,1131,2024-05-30
109295355396812438,jpavonabian,jpavonabian@mst.universoalterno.es,False,380,381,490,2024-05-30
764083,david,david@openbiblio.social,False,380,260,1004,2024-05-30
457822,Islandpiri,Islandpiri@social.tchncs.de,False,379,317,2750,2024-05-30
422537,mailonator,mailonator@chaos.social,False,379,498,7930,2024-05-30
108652973557046295,molosovsky,molosovsky@literatur.social,False,379,348,6177,2024-05-30
755614,ExtraFlauschig,ExtraFlauschig@chaos.social,False,379,421,6607,2024-05-30
120303,Reka,Reka@framapiaf.org,False,379,252,7164,2024-05-30
112391298023030223,housepanther,housepanther@goblackcat.social,False,379,422,542,2024-05-30
129296,boxofrain,boxofrain,False,379,638,5223,2024-05-30
109388497458812796,kubukoz,kubukoz@mstdn.party,False,379,126,626,2024-05-30
150793,luppano,luppano@lou.lt,False,378,372,7866,2024-05-30
109256273425839759,lenahallesaale,lenahallesaale@mastodon.green,False,378,770,2720,2024-05-30
110661673830516133,DerEmil,DerEmil@procial.tchncs.de,False,377,573,12037,2024-05-30
109562937289040253,SiR_GameZaloT,SiR_GameZaloT@paktodon.asia,False,377,675,3583,2024-05-30
109359138599262500,PhilEdwards,PhilEdwards,False,377,212,1912,2024-05-30
109298823558019461,Ink_Soul,Ink_Soul@writing.exchange,False,377,337,4662,2024-05-30
109246959063015253,alcinoe,alcinoe,False,376,468,2039,2024-05-30
108197575132716007,EcGanc,EcGanc@troet.cafe,False,376,648,5549,2024-05-30
109733116811012861,frank,frank@frankwiles.social,False,376,456,1476,2024-05-30
114475,klNth,klNth@mstdn.klamath.jp,False,376,529,16161,2024-05-30
151055,momoseijin,momoseijin@real-escape.jp,False,376,376,13823,2024-05-30
109324305856751140,hillside,hillside@kurry.social,False,376,442,36274,2024-05-30
109113767829350508,martin_piper,martin_piper,False,375,124,1594,2024-05-30
109327772008785716,NathanBurgoine,NathanBurgoine@romancelandia.club,False,375,144,1468,2024-05-30
110395231418523301,mgorny,mgorny@pol.social,False,375,98,3922,2024-05-30
110944365603951971,nikathesiren,nikathesiren@tkz.one,False,375,213,3916,2024-05-30
108295415341927757,J_aa_p,J_aa_p,False,374,601,764,2024-05-30
109307584476642918,memoriesin8bit,memoriesin8bit@mastodon.gamedev.place,False,374,163,2052,2024-05-30
109366465266261991,lhaulde,lhaulde@piaille.fr,False,373,85,933,2024-05-30
111221537132203737,theguardianrss,theguardianrss@newsmast.social,False,373,0,8013,2024-05-30
109940478971639707,bryanruby,bryanruby@me.dm,False,372,425,1403,2024-05-30
109810875714923520,y,y@yumk.xyz,False,372,246,35382,2024-05-30
412576,cm,cm@chaos.social,False,372,558,8239,2024-05-30
109465801170346164,daishi,daishi@fosstodon.org,False,372,354,499,2024-05-30
109371888619727669,babel,babel@masto.ai,False,372,12,353,2024-05-30
109302711484261245,scarpyro,scarpyro@piaille.fr,False,372,149,1123,2024-05-30
110673020921998869,hermeticlibrary,hermeticlibrary,False,372,76,3380,2024-05-30
109400094780031764,flatcar,flatcar@hachyderm.io,False,372,2,101,2024-05-30
109322549737248824,DocBohn,DocBohn@techhub.social,False,372,855,2388,2024-05-30
111287004422137011,seatek,seatek@hard.blue,False,372,459,3118,2024-05-30
111024074669903562,jpaskaruk,jpaskaruk@growers.social,False,371,604,8479,2024-05-30
109347882599726239,gisiger,gisiger@nerdculture.de,False,371,349,3668,2024-05-30
109325959231864683,LynnSenpai,LynnSenpai@retro.pizza,False,371,31,340,2024-05-30
109687180580363527,AlbertoeFabio,AlbertoeFabio@devianze.city,False,370,677,525,2024-05-30
1219176,basisbit,basisbit@chaos.social,False,370,643,2860,2024-05-30
109837204693176724,tmfox,tmfox@tech.lgbt,False,370,170,280,2024-05-30
111315910476486421,mamo,mamo@misskey-square.net,False,370,240,18502,2024-05-30
1389354,reverend,reverend@social.undeadnetwork.de,False,370,756,279,2024-05-30
109292104676484889,MagdalenaBerlin,MagdalenaBerlin@troet.cafe,False,370,175,4694,2024-05-30
108202394369098215,Tinrocket,Tinrocket@mastodon.online,False,370,604,2348,2024-05-30
109292361616609384,jacqui76,jacqui76@mastodon.ie,False,369,466,8205,2024-05-30
109288260012832276,marta,marta@oslo.town,False,369,172,895,2024-05-30
112067239185592237,reesecommabill,reesecommabill@mastodon.cloud,False,369,457,891,2024-05-30
109245204132814950,uwesinha,uwesinha@toot.berlin,False,369,585,5760,2024-05-30
106694819682991632,eblu,eblu@wetdry.world,False,368,164,6013,2024-05-30
110728111883913807,pbzweihander,pbzweihander@yuri.garden,False,367,303,11790,2024-05-30
110655554404071351,potofu,potofu@misskey.gg,False,367,327,10051,2024-05-30
109537176853793901,abstractcode,abstractcode@eigenmagic.net,False,366,52,8155,2024-05-30
1041014,Skembear,Skembear,False,366,364,5732,2024-05-30
268114,cloudhop,cloudhop@equestria.social,False,366,53,2257,2024-05-30
109526271289608882,Fruan,Fruan@kind.social,False,366,381,3826,2024-05-30
